"ID","country","address","city"
5864,"Indonesia","Jl. Dr. Wahidin 9A
Yogyakarta - DI YOGYAKARTA",""
5865,"Indonesia","Jl. Bhakti Karang Depan Gereja 
Karmel-Fatululi, Oebobo
Kupang - NUSA TENGGARA TIMUR",""
5866,"Indonesia","Jl. KH. A. Fattah 
Nglawak, Kertosono
Nganjuk 64351 - JAWA TIMUR",""
5867,"Indonesia","Jl.Raung 7
Kediri 64117 - JAWA TIMUR",""
5868,"Indonesia","Jl Bonto Langkasa Bl A/1, Mangasa, Tamalate
Makassar 90221 - SULAWESI SELATAN",""
5869,"Indonesia","JL. Bahal Batu, Desa Bahal Batu
Tarutung - SUMATERA UTARA",""
5870,"Indonesia","Jl. Bougenvile No.5 Tolomundu Utara
Bima KOTA BIMA - NUSA TENGGARA BARAT",""
5871,"Indonesia","Cibeas RT/RW 01/10 kelurahan Gunung Tandala
Tasikmalaya - JAWA BARAT",""
5872,"Indonesia","Jl. Ciputat Raya No 20.Tanah Kusir â€“ Kebayoran Lama
Jakarta","Jakarta"
5873,"Indonesia","Jl. Cakalang 117 Polowijen
Malang - JAWA TIMUR",""
5874,"Indonesia","Jl. Mulyosari Utara no. 53
Surabaya 60112 - JAWA TIMUR",""
5875,"Indonesia","Jl. Juanda I Gang Anggrek Melati XII/96
Samarinda 75124 - KALIMANTAN TIMUR",""
5876,"Indonesia","JL. A Yani, Km. 8 Palapan
Banjarmasin 70619 - KALIMANTAN SELATAN",""
5877,"Indonesia","Jl. Bantul Dongkelan no.44 Rt.02/07
Bantul 55188 - DI YOGYAKARTA",""
5878,"Indonesia","Jl. Kebangkitan Nasional 45C
Sriwedari
Solo 57141 - JAWA TENGAH",""
5879,"Indonesia","Jl. Jati Raya no.27E
Kel.Bende
Kendari 93117 - SULAWESI TENGGARA",""
5880,"Indonesia","Jl. Pattimura no.14
Pane
Bima - NUSA TENGGARA BARAT",""
5881,"Indonesia","Jl. Kartini No. 21 Dompu
NTB 84201 - NUSA TENGGARA BARAT",""
5882,"Indonesia","Jl. Wijaya Kesuma No.4
Kel. Lahundape Kec.Kemaraya
Kendari KOTA KENDARI - SULAWESI TENGGARA",""
5883,"Indonesia","Jl. Parialau Kelurahan Takalar Kecamatan Mappakasunggu Kab. Takalar Propinsi Sulawesi Selatan
Takalar ",""
5884,"Indonesia","Jl. Tabrani Achmad, Gg. Serumpun II, No. B-3, Kelurahan Sungai Jawi Dalam
Pontianak - KALIMANTAN BARAT",""
5885,"Indonesia","Jl. Patimura no.1
Selong
Lombok Timur - NUSA TENGGARA BARAT",""
5886,"Indonesia","Jl. Kakatua Bali Bunga Kandai II PO Box 110 Woju
Sumbawa 84218 - NUSA TENGGARA BARAT",""
5887,"Indonesia","Dusun Kodo I Desa Lampe Kec. Rasana E Timor Kotip Bima
Bima 84151 - NUSA TENGGARA BARAT",""
5888,"Indonesia","Jl. Sultan Saifuddin no.33/1
Soa Sio
Tidore Kepulauan - MALUKU UTARA",""
5889,"Indonesia","Jl. KH. A. Dahlan no.88
Sukajadi
Pekanbaru - RIAU",""
5890,"Indonesia","Jl. Tgh. Abdul Hafids
Kediri
Lombok Barat 83362 - NUSA TENGGARA BARAT",""
5891,"Indonesia","Jl. Wijaya Kusuma Raya Rw.IX
Bekasi Jaya
Bekasi - JAWA BARAT",""
5892,"Indonesia","Jl. Doro Cumpa no.3 
Kelurahan Kandai Dua Kec. WOja Kab. Dompu
Dompu 84218 - NUSA TENGGARA BARAT",""
5893,"Indonesia","Jl. Angsa Lorong Perjuangan I No. 17 Desa Lueng Bata
Banda Aceh 1993 KOTA BANDA ACEH - ACEH",""
5894,"Indonesia","Jl. Sukarno-Hatta 141
Bima 84172 - NUSA TENGGARA BARAT",""
5895,"Indonesia","Jl. Pemuda no.21
Mataram - NUSA TENGGARA BARAT",""
5896,"Indonesia","Jl. Kurungan Nyawa no. 40
Bandar Lampung - LAMPUNG",""
5897,"Indonesia","Jl.R.A Kartini 16A Kel. Rakam, Selong
Lombok Timur 83611 - NUSA TENGGARA BARAT",""
5898,"Indonesia","Jl.Gatot Subroto No.11 Wonomulyo
POLMAS 91352 - SULAWESI SELATAN",""
5899,"Indonesia","Jl Karangrejo XV/21
Surabaya - JAWA TIMUR",""
5900,"Indonesia","Jl Teuku Umar No. 6 A Simpasai
Dompu - NUSA TENGGARA BARAT",""
5901,"Indonesia","Jl. Ratulangi no.59
Maros 90511 - SULAWESI SELATAN",""
5902,"Indonesia","Jl. H.M Tayeb No.31 Tente Woha
Bima 84116 - NUSA TENGGARA BARAT",""
5903,"Indonesia","Jl. Nangka No.108 RT 07/03 Kel. Manggemaci Kec. Mpunda
Bima 84111 KOTA BIMA - NUSA TENGGARA BARAT",""
5904,"Indonesia","Jl. Minanga no.15 Malalayang I
Manado 95862 - SULAWESI UTARA",""
5905,"Indonesia","Kompleks Gedung Komunitas LPTP 
Jl. Raya Palur Km 5 Tegal Asri RT 04/VI 
Kalurahan Ngringo - Kecamatan Jaten
Karanganyar 2777 - JAWA TENGAH",""
5906,"Indonesia","Jl. Batua Raya VIII no. 34
Makassar - SULAWESI SELATAN",""
5907,"Indonesia","Jl.Sawo Gg.III No.20 Karangasem, Laweyan
Solo 57145 - JAWA TENGAH",""
5908,"Indonesia","Jl. Parado Raya no. 18 Tangga Monta
Bima 84172 - NUSA TENGGARA BARAT",""
5909,"Indonesia","Jl. Raya Bojongsoang No. 33
RT.01/02
Bandung - JAWA BARAT",""
5910,"Indonesia","Multi Piranti Graha Lt.3
Jl.Radin Inten II/2
Jakarta Timur 13440 - DKI JAKARTA",""
5911,"Indonesia","Jl.Dr. Cipto No. 22
Kisaran - SUMATERA UTARA",""
5912,"Indonesia","Jl. Raya Wino - Prigi Sawahan
Watulimo
Trenggalek - JAWA TIMUR",""
5913,"Indonesia","Jl. M. Hatts No. 6 RT 02/04 Kel. Pasar Ambacang Kec, Kuranji
Padang 25152 KOTA PADANG - SUMATERA BARAT",""
5914,"Indonesia","Jalan Jupiter Blok F No.1 Komplek IPB II Sindang Barang  Indonesia
Bogor - JAWA BARAT",""
5915,"Indonesia","Rusunawa Blok 2 Lt V No.7
Dok IX Kel. Tanjung Ria
Distrik Jayapura Utara
Jayapura 99117 - PAPUA",""
5916,"Indonesia","Jl. Jambu no.9 Villa Buana Gardenia
Ajun Glee
Aceh Besar - ACEH",""
5917,"Indonesia","Jl. Bunga Matahari no.33
Kendari - SULAWESI TENGGARA",""
5918,"Indonesia","Perum BTN Blok Plan Marisa Blok O No.7 Marisa
Pohuwato - GORONTALO",""
5919,"Indonesia","Jl. Tanjung Sari No.7B
Pontianak 78124 - KALIMANTAN BARAT",""
5920,"Indonesia","Gedung III Lt.3 Fakultas Ekonomi Universitas Andalas, Kampus Limau Manih
Padang 25163 - SUMATERA BARAT",""
5921,"Indonesia","Jl.Hangtuah No.153 Rejosari
Pekan Baru 28281 - RIAU",""
5922,"Indonesia","Wisma LPKP Lantai 1
Perumahan Karanglo Indah Blok I/4
Malang 65126 MALANG - JAWA TIMUR",""
5923,"Indonesia","Gg. Warung Nangka 05
Blotongan
Salatiga 50715 - JAWA TENGAH",""
5924,"Indonesia","Jl. Hertasning Barat II
Komp. Griya Panakukang Indah Blok C No. 6
Makassar - SULAWESI SELATAN",""
5925,"Indonesia","Jl. Bosnik Blok D No.61 BTN Puskopad Kamkey, Kelurahan Awiyo, Distrik Abepura
Jayapura JAYAPURA - PAPUA",""
5926,"Indonesia","Jl. Kertajaya No.38
Padalarang - JAWA BARAT",""
5927,"Indonesia","Jl. Sembolowaru Tengah 3/50
Surabaya - JAWA TIMUR",""
5928,"Indonesia","Bumi Bung Permai Blok A11 no.20
Makassar 90245 - SULAWESI SELATAN",""
5929,"Indonesia","Jl. 23 Januari samping Hotel Wisata
Gorontalo - GORONTALO",""
5930,"Indonesia","Jl. H. Arsyad no.133
Pare-pare 91113 - SULAWESI SELATAN",""
5931,"Indonesia","Jl. Lanto DG Pasewan no.28
Makassar 90131 - SULAWESI SELATAN",""
5932,"Indonesia","Jl. Jatipadang Baru no. 19 Pasar Minggu
Jakarta 12540 - DKI JAKARTA",""
5933,"Indonesia","Jl. Masjid Al-Akbar Timur No. 9
Surabaya 60235 - JAWA TIMUR",""
5934,"Indonesia","Jl. Mujaer no.1
Sukoranbi
Jember 68151 - JAWA TIMUR",""
5935,"Indonesia","Jl. H. Ramli no.20A Rt.2/3
Menteng Dalam
Jakarta 12870 - DKI JAKARTA",""
5936,"Indonesia","Jl. Bahder Johan no.22
Bukittinggi - SUMATERA BARAT",""
5937,"Indonesia","Jl. Raya Samarang no.108A
Kamp. Honje Luhur Kec. Tarogong
Garut 44151 - JAWA BARAT",""
5938,"Indonesia","Jl. Penjaggik  Rt 02 No. 28 
Kelurahan Pancor, Selong
Lombok Timur 83611 - NUSA TENGGARA BARAT",""
5939,"Indonesia","Jl. AMD Komplek Perumahan Graha Jannah Land II Blok A No.22
Makassar 90234 - SULAWESI SELATAN",""
5940,"Indonesia","Jl.Dr.Wahidin S. Komplek Janur Asri 3-2
Pontianak 78118 - KALIMANTAN BARAT",""
5941,"Indonesia","Jl. Nirbaya XIII No.29 Pinang Ranti
Jakarta 13560 KOTA JAKARTA TIMUR - DKI JAKARTA",""
5942,"Indonesia","Jl. Jagir Wonokromo 358 
(Komplek Disnaker BP2TKI Jatim)
Surabaya - JAWA TIMUR",""
5943,"Indonesia","Jl. Pulau Laut No.15 RT 05
Banjarmasin 70114 KOTA BANJARMASIN - KALIMANTAN SELATAN",""
5944,"Indonesia","Jl. Semeru I No. 12 RT 03 RW 04 Kelurahan Lirboyo Kecamatan Mojoroto
Kediri KOTA KEDIRI - JAWA TIMUR",""
5945,"Indonesia","Jl. Sutan Syahrir No.50 Seberang Padang
Padang KOTA PADANG - SUMATERA BARAT",""
5946,"Indonesia","Jl. Raya Wapoga No.2 Perum Ngajil Kel. Banulrejo Kec. Blimbing
Malang - JAWA TIMUR",""
5947,"Indonesia","Jl. Jerebusua (Jerbus) Depan Kantor Lurah Tanah Tinggi Barat Kec. Ternate Tengah
Ternate 97711 KOTA TERNATE - MALUKU UTARA",""
5948,"Indonesia","Pandan Valley C1 No.11 Desa Parakan Jaya
Kec. Kemang
Bogor KOTA BOGOR - JAWA BARAT",""
5949,"Indonesia","Jl. Pandawa Komplek Bukit Lestari II No.16 Guntung Paikat. Banjar Baru Selatan
Banjar Baru 70713 KOTA BANJAR BARU - KALIMANTAN SELATAN",""
5950,"Indonesia","Villa Regency 2 Blok FG5/2 Rt 08/11 
Desa Gelamjaya Pasar Kemis
Tangerang - BANTEN",""
5951,"Indonesia","Jl. P. Trunojoyo no.253
Pamekasan - JAWA TIMUR",""
5952,"Indonesia","Jl. Indiser Utama No.8 E, Perumnas Indiser Sejahtera, Darussalam
Banda Aceh 23111 - ACEH",""
5953,"Indonesia","Jl. Haji Ikap 23
Palangkaraya 73111 - KALIMANTAN TENGAH",""
5954,"Indonesia","Jl. Selaparang no.24 Rt.01
Jorok Luar
Utan
Sumbawa 84352 - NUSA TENGGARA BARAT",""
5955,"Indonesia","Jl. Bunga Cempaka IX No.17 C
Medan","Medan"
5956,"Indonesia","Jl. Mutiara No.13 Airtawar Timur
Padang - SUMATERA BARAT",""
5957,"Indonesia","Jl. Kelinci no.10
Bandung 40262 - JAWA BARAT",""
5958,"Indonesia","Saman Rt.04/15 No.114 Bangunhardjo Sewon, Bantul
Yogyakarta 55187 - DI YOGYAKARTA",""
5959,"Indonesia","Gedung Rahmania, SEPAKAT Training Centre (R-STC)
Jln. Medan-Banda Aceh, Gampong Blang Panyang Kecamatan Muara Satu Kota
Lhokseumawe KOTA LHOKSEUMAWE - ACEH",""
5960,"Indonesia","Jl. Batu Angus
Kel. Akehuda
Ternate - MALUKU UTARA",""
5961,"Indonesia","Jl. Sultan Alauddin Bumi Permata Hijau Bumi 3 Blok A2 No.4
Makassar - SULAWESI SELATAN",""
5962,"Indonesia","Jl. Sultan Adam, Komplek Bumi Graha Lestari RT.48 NO.36
Banjarmasin - KALIMANTAN SELATAN",""
5963,"Indonesia","Jl. Talas V no.18B
Surabaya 60244 - JAWA TIMUR",""
5964,"Indonesia","Jl. Rambutan III No.31 Pejanten Barat Pasar Minggu
Jakarta 12510 - DKI JAKARTA",""
5965,"Indonesia","Jl. Sumbersari Gg. IA No.12C
Malang 65145 - JAWA TIMUR",""
5966,"Indonesia","Kampus Gondang Manis            PO Box 53 UMK
Kudus 51251 - JAWA TENGAH",""
5967,"Indonesia","Jl. Sembada VII No.31 Komp. Koserna Padang Bulan
Medan - SUMATERA UTARA",""
5968,"Indonesia","Jl. Seruni no.6
Kampung Pisang
Ternate - MALUKU UTARA",""
5970,"Indonesia","Jl. Siaga II No. 31, Pejaten Barat, Ps. Minggu
Jakarta 12510 - DKI JAKARTA",""
5971,"Indonesia","Jl. Lempuyang II/19 Rt07/10 Pajangan
Pajang, Laweyan
Solo 57001 - JAWA TENGAH",""
5972,"Indonesia","Jl. Jend. Hertasning IV no. 20
Makassar - SULAWESI SELATAN",""
5973,"Indonesia","Jl. Haji Ikap no.23
Palangkaraya 73111 - KALIMANTAN TENGAH",""
5974,"Indonesia","Desa Rembang Ngadi Luwih
Kediri - JAWA TIMUR",""
5975,"Indonesia","Perum Liwas Permai Blok A/11 Paal Dua
Manado 95129 - SULAWESI UTARA",""
5977,"Indonesia","Jl. Lumba-Lumba II Gang 3 no.47
Bojonegoro - JAWA TIMUR",""
5978,"Indonesia","Bobo Indah Permai A5
Banyuwangi - JAWA TIMUR",""
5979,"Indonesia","Jl. S. Alauddin no.55
Makassar - SULAWESI SELATAN",""
5980,"Indonesia","Jl. Riung Mungpulung II no. 30
Komp. Riung Bandung Permai.
Bandung - JAWA BARAT",""
5981,"Indonesia","Jln.Mujair No 99 Link Bali Timur Kelurahan Bali
Dompu 83111 DOMPU - NUSA TENGGARA BARAT",""
5982,"Indonesia","Jl. Mataram Selatan I no.2 
Kelurahan Banyuanyar
Surakarta - JAWA TENGAH",""
5983,"Indonesia","Jl. M Toha Anotaurel (Kompleks Mey Loundry
Serui - PAPUA",""
5984,"Indonesia","Jl. Jenderal Sudirman no.37 Rt.604/04
Rawa Pasung Kali Baru
Bekasi 17135 - JAWA BARAT",""
5985,"Indonesia","Jl. Sultan Salahuddin no.17
Tanjung Karang, Ampenan
Mataram 83115 - NUSA TENGGARA BARAT",""
5986,"Indonesia","Jl. Baru no.33
Weleri
Kendal 51355 - JAWA TENGAH",""
5987,"Indonesia","Jl. Bandara Babullah Akehuda
Ternate - MALUKU UTARA",""
5988,"Indonesia","Jl.Sersan Mulyono No.35
Bojonegoro 62115 - JAWA TIMUR",""
5989,"Indonesia","Jl. Maros Baru Estate G/6 Maros
Ujung Pandang 90516 - SULAWESI SELATAN",""
5990,"Indonesia","Jl. Raya Hankam Pondok Melati 71
Rt 02/05 Pondok Gede
Bekasi 17415 - JAWA BARAT",""
5991,"Indonesia","Pakuncen Gang Tegalsari WB I/274, Wirobrajan,
Yogyakarta 55122 - DI YOGYAKARTA",""
5992,"Indonesia","Kompleks SMU Muhamadiyah 03 Watukelir, Weru
Sukoharjo 57562 - JAWA TENGAH",""
5993,"Indonesia","Bremis I, Jl. Melati 5 (sementara)
Selong 83612 - NUSA TENGGARA BARAT
Fax. 0376-22655",""
5994,"Indonesia","Jl.Murbei I Timur No.3
Semarang - JAWA TENGAH",""
5995,"Indonesia","Jl. Karang Menur I no.16
Surabaya 60286 - JAWA TIMUR",""
5996,"Indonesia","Kenten Hill Blok N4
Palembang 30114 - SUMATERA SELATAN",""
5997,"Indonesia","Perum Bukit Walisongo Permai (Perum Depag)
Jalan Sunan Ampel Blok V Nomor 11 Tambakaji Ngaliyan
Semarang 50185 KOTA SEMARANG - JAWA TENGAH",""
5998,"Indonesia","Jl. Raya Cikini V No.15 A Menteng
Jakarta 10330 KOTA JAKARTA PUSAT - DKI JAKARTA",""
5999,"Indonesia","Jl. Pegadaian no.334
Kalisalam, Kec. Dringu
Probolinggo - JAWA TIMUR",""
6000,"Indonesia","Jl. Karya Baru Kompleks Pondok Agung Permai J4
Pontianak 78121 - KALIMANTAN BARAT",""
6001,"Indonesia","Jl. Mandiri LK V Kel. Paku No.09 Rt 01 Kec. Kota Kayuagung
Ogan Komering Ilir - SUMATERA SELATAN",""
6002,"Indonesia","Jl. Meuraksa Gampong Teungoh No.18 Kec. Blang Mangat
Lhokseumawe KOTA LHOKSEUMAWE - ACEH",""
6003,"Indonesia","Jl. Perkebunan Panyairan Rt 02/03 Campaka
Cianjur - JAWA BARAT",""
6004,"Indonesia","Jl. Kedungdung Modung
Bangkalan 69166 - JAWA TIMUR",""
6005,"Indonesia","Jl. Raya Bogor Km. 26 Jembatan Belly I No. 2A RT. 001/006 Pekayon, Pasar Rebo
Jakarta 13710 KOTA JAKARTA TIMUR - DKI JAKARTA",""
6006,"Indonesia","Jl. Dharmais I Km 2 J Medan Estate
Medan 20222 KOTA MEDAN - SUMATERA UTARA",""
6007,"Indonesia","BTN Kendari Permai Blok L3 no. 12
Kendari - SULAWESI TENGGARA",""
6008,"Indonesia","Kaujon Baru No.25 B Rt 01/03
Serang - BANTEN",""
6009,"Indonesia","Jl. Raya Pangyndangan No.7
Indramayu - JAWA BARAT",""
6010,"Indonesia","Jl. Nusa Indah No.21 Rt 04/RW.02 Kel. Flamboyan Baru Kec. Padang Barat
Padang - SUMATERA BARAT",""
6011,"Indonesia","Jl Damanhuri No.100 RT 31 Mugirejo Sungai Pinang
Samarinda","Samarinda"
6012,"Indonesia","Jl. Kelapa km 1 IRG no.9c
Bau-bau 93717 - SULAWESI TENGGARA",""
6013,"Indonesia","Jl. Swadaya no.7
Sungguminasa - SULAWESI SELATAN",""
6014,"Indonesia","Gg. Manisi I Jl. Manisi no. 32
Cibiru
Bandung 40615 - JAWA BARAT",""
6015,"Indonesia","Jl. SMU 1 No.102 Rt.11/005
Kec.Bangko
Merangin Jambi 37312 - JAMBI",""
6016,"Indonesia","Jl. Bukit Raya III no. 29 Baamang Tengah
Sampit 74312 - KALIMANTAN TENGAH",""
6017,"Indonesia","Jl. Rimba Raya no.1
Pematang Siantar 21151 - SUMATERA UTARA",""
6018,"Indonesia","Jl. Gunung Salju no.18
Fanindi Bengkel Tan
Manowakri - PAPUA",""
6019,"Indonesia","Jl. Tgk. Chik Dipineung Raya 
Komplek Villa Citra Kav. 107
Lampineung
Banda Aceh - ACEH",""
6020,"Indonesia","Komplek Batan Indah Blok G No. 28, Kademangan, Setu
Tangerang Selatan 15313 KOTA TANGERANG SELATAN - BANTEN",""
6023,"Singapore","15 JALAN RAJAH   Singapore 329136",""
6024,"Singapore","28 Lengkong Dua   Singapore 417705",""
6025,"Singapore","- -  Blk 7 No. 518 Geylang Lorong 3 Singapore 388960",""
6026,"Singapore","4 TECK WHYE LANE   Singapore 688800",""
6027,"Singapore","533 Yio Chu Kang Road, 16.5Km   Singapore 805949",""
6028,"Singapore","365 Bukit Timah Road   Singapore 259726",""
6030,"Indonesia","Jl. Kesehatan 1 No. 4, Petojo Selatan, Gambir,
Jakarta 10160 KOTA JAKARTA PUSAT - DKI JAKARTA",""
6031,"Indonesia","Jl. Jayadiwangsa no.8
Karang Welas Lor Rt.02/04
Purwokerto - JAWA TENGAH",""
6032,"Indonesia","Jl. Jati III no.112
Lingk. IV Kel. Tanjung Raya
Kec. Tanjung Karang Timur
Bandar Lampung 35128 - LAMPUNG",""
6033,"Indonesia","Jl.Bareng Kartini Blok 3D no.226
Klojen
Malang - JAWA TIMUR",""
6034,"Indonesia","D/a. Kantor Bappeda Kab.Gayo Lues
Aceh 24653 - ACEH",""
6035,"Singapore","67 Shrewsbury Road   Singapore 307834",""
6036,"Singapore","70 SENGKANG WEST AVENUE   Singapore 797651",""
6037,"Singapore","371 RACE COURSE ROAD   Singapore 218641",""
6038,"Indonesia","Jl. H. Juanda 12A Ponorogo
- JAWA TIMUR",""
6042,"Indonesia","Jl. Melati No. 31
Palangkaraya - KALIMANTAN TENGAH",""
6043,"Indonesia","Jl. Yos Sudarso No. AI-003
Palangkaraya 73112 - KALIMANTAN TENGAH",""
6049,"Singapore","10 SINARAN DRIVE #10-20 SQUARE 2 Novena Medical Centre Singapore 307506",""
6050,"Singapore","201E TAMPINES STREET 23 #02-94  Singapore 527201",""
6054,"Singapore","36B PAYA LEBAR CRESCENT   Singapore 536190",""
6055,"Singapore","99 SIN MING ROAD   Singapore 575586",""
6056,"Singapore","184 JALAN TOA PAYOH   Singapore 319944",""
6060,"Singapore","354 TANGLIN ROAD #03-18/19 TANGLIN INTERNATIONAL CENTRE Singapore 247672",""
6061,"Singapore","435 ORCHARD ROAD #12-06 WISMA ATRIA Singapore 238877",""
6065,"Singapore","9-A Gilstead Road   Singapore 309063",""
6067,"Singapore","138 PRINSEP STREET  LIFE CHURCH Singapore 188659",""
6068,"Singapore","605A MACPHERSON ROAD #06-07 CITIMAC INDUSTRIAL COMPLEX Singapore 368240",""
6069,"","5 Stadium Walk, #04-04/07 Kallang Leisure Park, Singapore, 397693 SINGAPORE",""
6069,"Singapore","5 STADIUM WALK #04-04 LEISURE PARK KALLANG Singapore 397693",""
6072,"","PO Box 300, Chiang Mai 50000"," Chiang Mai"
6075,"Singapore","86 CIRCUIT ROAD #01-999  Singapore 370086",""
6077,"","10/11 Moo 1, Rassada Sub-District, Muang District, Phuket, Phuket 83000"," Phuket"
6079,"Singapore","9A GILSTEAD ROAD   Singapore 309063",""
6080,"","114/19 Moo 2, Ban Jed Yod, T.Chang Phuak,"," Chiang Mai"
6081,"","114/19 Ban Jed Yod Chang Phuak, Muang, Chiang Mai, 50300 THAILAND",""
6083,"Singapore","88 St. Francis Road   Singapore 328070",""
6084,"Singapore","12 Dover Close East #04-208  Singapore 130012",""
6086,"Singapore","40 LLOYD ROAD #06-48 LLOYD COURT Singapore 239107",""
6089,"Singapore","16 JALAN KILANG #05-03 HOI HUP BUILDING Singapore 159416",""
6091,"Singapore","51 Bukit Batok Crescent #08-20 Unity Center Singapore 658077",""
6094,"","Lot 15, 31st cor. 23rd St., Pamayanang Diego Silang Village, Brgy. Ususan, C-5, Taguig City",""
6095,"myanmar","LightNya /25, KyauK Sein Street, Ward 10, Lashio Township  Tel : c/o 082-26310 ,  c/o 09-47302178",""
6098,"Singapore","21 BUKIT BATOK CRESCENT #13-75 WCEGA TOWER Singapore 658065",""
6100,"","122 M.2, T. Nonghan, A.Sansai,Chiang Mai, Thailand 50290"," Chiang Mai"
6102,"Singapore","36R PAYA LEBAR CRESCENT   Singapore 536074",""
6103,"Singapore","31 Tessensohn Road   Singapore 217655",""
6104,"Singapore","1 Tampines Street 82   Singapore 528985",""
6106,"Singapore","51 TOA PAYOH RISE  LIGHTHOUSE SCHOOL Singapore 298106",""
